time,consumption
2023-01-01 00:00:00,5.766300421604939
2023-01-01 01:00:00,5.260467316091288
2023-01-01 02:00:00,5.617297138635427
2023-01-01 03:00:00,5.604238252117225
2023-01-01 04:00:00,5.450888497643413
2023-01-01 05:00:00,5.050324277021731
2023-01-01 06:00:00,5.2500888532085614
2023-01-01 07:00:00,5.2735397689362
2023-01-01 08:00:00,5.3315691545610004
2023-01-01 09:00:00,5.346665576247797
2023-01-01 10:00:00,5.662512299820232
2023-01-01 11:00:00,6.187233357695347
2023-01-01 12:00:00,6.10687212308539
2023-01-01 13:00:00,6.245533031057272
2023-01-01 14:00:00,6.330238681554276
2023-01-01 15:00:00,6.0664765095691555
2023-01-01 16:00:00,6.466495982878924
2023-01-01 17:00:00,5.8850476025202045
2023-01-01 18:00:00,6.252062924779045
2023-01-01 19:00:00,6.107877370481092
2023-01-01 20:00:00,5.9195553372119525
2023-01-01 21:00:00,5.71833624016894
2023-01-01 22:00:00,5.899873635164419
2023-01-01 23:00:00,5.330580749731793
2023-01-02 00:00:00,6.005858728079374
2023-01-02 01:00:00,5.990093160120211
2023-01-02 02:00:00,6.3005479364752786
2023-01-02 03:00:00,6.407014291438593
2023-01-02 04:00:00,6.078674795867594
2023-01-02 05:00:00,6.3790055243576775
2023-01-02 06:00:00,6.783371006717707
2023-01-02 07:00:00,7.159310795025867
2023-01-02 08:00:00,63.474055358693796
2023-01-02 09:00:00,62.56896588859724
2023-01-02 10:00:00,60.33024551063976
2023-01-02 11:00:00,60.279176529609316
2023-01-02 12:00:00,58.00224908877226
2023-01-02 13:00:00,55.53588000782064
2023-01-02 14:00:00,56.20381494734782
2023-01-02 15:00:00,54.41628117556894
2023-01-02 16:00:00,54.15220756337069
2023-01-02 17:00:00,55.03938037398859
2023-01-02 18:00:00,56.08009370736122
2023-01-02 19:00:00,57.950558862541364
2023-01-02 20:00:00,6.835721267072786
2023-01-02 21:00:00,6.839913796431835
2023-01-02 22:00:00,6.569889425691494
2023-01-02 23:00:00,6.5676185869476935
2023-01-03 00:00:00,6.716929211387961
2023-01-03 01:00:00,6.653143756809065
2023-01-03 02:00:00,6.503796709682463
2023-01-03 03:00:00,6.977916317707406
2023-01-03 04:00:00,6.366197871658368
2023-01-03 05:00:00,6.341311363712969
2023-01-03 06:00:00,6.4762413570788695
2023-01-03 07:00:00,6.080561546478363
2023-01-03 08:00:00,74.31007290934406
2023-01-03 09:00:00,74.08829693042148
2023-01-03 10:00:00,69.9819665945164
2023-01-03 11:00:00,65.59860419343501
2023-01-03 12:00:00,63.100004704944276
2023-01-03 13:00:00,59.81227753560641
2023-01-03 14:00:00,58.828759562239256
2023-01-03 15:00:00,57.4774145169635
2023-01-03 16:00:00,57.26941861716615
2023-01-03 17:00:00,57.03478827312767
2023-01-03 18:00:00,59.50203403641812
2023-01-03 19:00:00,62.2340722809602
2023-01-03 20:00:00,6.399171456464289
2023-01-03 21:00:00,6.591248312861729
2023-01-03 22:00:00,5.802800756718975
2023-01-03 23:00:00,5.68471542503417
2023-01-04 00:00:00,5.275895680449405
2023-01-04 01:00:00,5.809739899211034
2023-01-04 02:00:00,5.4853191944446325
2023-01-04 03:00:00,5.631721141517243
2023-01-04 04:00:00,5.845837458386448
2023-01-04 05:00:00,5.889757082086135
2023-01-04 06:00:00,5.981896531599734
2023-01-04 07:00:00,6.3048366112115515
2023-01-04 08:00:00,83.36084245741453
2023-01-04 09:00:00,82.94720648448428
2023-01-04 10:00:00,79.18757821735883
2023-01-04 11:00:00,74.08021216135673
2023-01-04 12:00:00,69.04832556141766
2023-01-04 13:00:00,64.08339074559001
2023-01-04 14:00:00,61.699784059836766
2023-01-04 15:00:00,59.39466806467698
2023-01-04 16:00:00,57.71582153133709
2023-01-04 17:00:00,59.308207221585434
2023-01-04 18:00:00,61.68251688886401
2023-01-04 19:00:00,63.7141326792801
2023-01-04 20:00:00,6.151361582304407
2023-01-04 21:00:00,6.134555075947787
2023-01-04 22:00:00,5.993429421402095
2023-01-04 23:00:00,5.095891274651209
2023-01-05 00:00:00,4.822857826767969
2023-01-05 01:00:00,4.9530004505126675
2023-01-05 02:00:00,4.9534589134781815
2023-01-05 03:00:00,4.726316157492773
2023-01-05 04:00:00,5.189199657490015
2023-01-05 05:00:00,5.5268954866694715
2023-01-05 06:00:00,5.460185654758154
2023-01-05 07:00:00,5.694695295164094
2023-01-05 08:00:00,85.16682410858037
